"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"32641","Native",1,38,"wrap_up","tt","wrap_up tt",6,0,429,429,"Unambiguous","Consistent",429
"32643","Native",1,39,"wrap_up","tt","wrap_up tt",7,0,343,343,"Ambiguous","Inconsistent",343
"32645","Native",1,26,"wrap_up","tt","wrap_up tt",6,0,503,503,"Unambiguous","Consistent",503
"32647","Native",1,34,"wrap_up","tt","wrap_up tt",6,0,672,672,"Unambiguous","Consistent",672
"32649","Native",1,46,"wrap_up","tt","wrap_up tt",6,0,459,459,"Unambiguous","Consistent",459
"32651","Native",1,29,"wrap_up","tt","wrap_up tt",5,0,424,424,"Ambiguous","Consistent",424
"32653","Native",1,36,"wrap_up","tt","wrap_up tt",8,0,1163,1163,"Unambiguous","Inconsistent",1163
"32655","Native",1,30,"wrap_up","tt","wrap_up tt",6,0,542,542,"Unambiguous","Consistent",542
"32657","Native",1,40,"wrap_up","tt","wrap_up tt",8,0,439,439,"Unambiguous","Inconsistent",439
"32659","Native",1,33,"wrap_up","tt","wrap_up tt",5,0,196,196,"Ambiguous","Consistent",196
"32661","Native",1,43,"wrap_up","tt","wrap_up tt",7,0,598,598,"Ambiguous","Inconsistent",598
"32663","Native",1,28,"wrap_up","tt","wrap_up tt",8,0,185,185,"Unambiguous","Inconsistent",185
"32665","Native",1,31,"wrap_up","tt","wrap_up tt",7,0,311,311,"Ambiguous","Inconsistent",311
"32667","Native",1,45,"wrap_up","tt","wrap_up tt",5,0,495,495,"Ambiguous","Consistent",495
"32669","Native",1,25,"wrap_up","tt","wrap_up tt",5,0,191,191,"Ambiguous","Consistent",191
"32671","Native",1,41,"wrap_up","tt","wrap_up tt",5,0,1385,1385,"Ambiguous","Consistent",1385
"32673","Native",1,42,"wrap_up","tt","wrap_up tt",6,0,219,219,"Unambiguous","Consistent",219
"32675","Native",1,37,"wrap_up","tt","wrap_up tt",5,0,949,949,"Ambiguous","Consistent",949
"32677","Native",1,32,"wrap_up","tt","wrap_up tt",8,0,323,323,"Unambiguous","Inconsistent",323
"32679","Native",1,48,"wrap_up","tt","wrap_up tt",8,0,743,743,"Unambiguous","Inconsistent",743
"32681","Native",1,47,"wrap_up","tt","wrap_up tt",7,0,178,178,"Ambiguous","Inconsistent",178
"32683","Native",1,44,"wrap_up","tt","wrap_up tt",8,0,1090,1090,"Unambiguous","Inconsistent",1090
"32685","Native",1,27,"wrap_up","tt","wrap_up tt",7,0,432,432,"Ambiguous","Inconsistent",432
"32687","Native",1,35,"wrap_up","tt","wrap_up tt",7,1,0,NA,"Ambiguous","Inconsistent",NA
"32689","Native",2,46,"wrap_up","tt","wrap_up tt",7,1,0,NA,"Ambiguous","Inconsistent",NA
"32691","Native",2,25,"wrap_up","tt","wrap_up tt",6,0,154,154,"Unambiguous","Consistent",154
"32693","Native",2,39,"wrap_up","tt","wrap_up tt",8,0,163,163,"Unambiguous","Inconsistent",163
"32695","Native",2,38,"wrap_up","tt","wrap_up tt",7,1,0,NA,"Ambiguous","Inconsistent",NA
"32697","Native",2,30,"wrap_up","tt","wrap_up tt",7,0,183,183,"Ambiguous","Inconsistent",183
"32699","Native",2,27,"wrap_up","tt","wrap_up tt",8,0,435,435,"Unambiguous","Inconsistent",435
"32701","Native",2,29,"wrap_up","tt","wrap_up tt",6,0,655,655,"Unambiguous","Consistent",655
"32703","Native",2,33,"wrap_up","tt","wrap_up tt",6,1,0,NA,"Unambiguous","Consistent",NA
"32705","Native",2,32,"wrap_up","tt","wrap_up tt",5,0,128,128,"Ambiguous","Consistent",128
"32707","Native",2,43,"wrap_up","tt","wrap_up tt",8,0,376,376,"Unambiguous","Inconsistent",376
"32709","Native",2,45,"wrap_up","tt","wrap_up tt",6,1,0,NA,"Unambiguous","Consistent",NA
"32711","Native",2,48,"wrap_up","tt","wrap_up tt",5,0,195,195,"Ambiguous","Consistent",195
"32713","Native",2,47,"wrap_up","tt","wrap_up tt",8,0,275,275,"Unambiguous","Inconsistent",275
"32715","Native",2,31,"wrap_up","tt","wrap_up tt",8,1,0,NA,"Unambiguous","Inconsistent",NA
"32717","Native",2,26,"wrap_up","tt","wrap_up tt",7,0,112,112,"Ambiguous","Inconsistent",112
"32719","Native",2,42,"wrap_up","tt","wrap_up tt",7,0,97,97,"Ambiguous","Inconsistent",97
"32721","Native",2,36,"wrap_up","tt","wrap_up tt",5,0,352,352,"Ambiguous","Consistent",352
"32723","Native",2,35,"wrap_up","tt","wrap_up tt",8,1,0,NA,"Unambiguous","Inconsistent",NA
"32725","Native",2,44,"wrap_up","tt","wrap_up tt",5,0,153,153,"Ambiguous","Consistent",153
"32727","Native",2,41,"wrap_up","tt","wrap_up tt",6,0,260,260,"Unambiguous","Consistent",260
"32729","Native",2,37,"wrap_up","tt","wrap_up tt",6,0,793,793,"Unambiguous","Consistent",793
"32731","Native",2,40,"wrap_up","tt","wrap_up tt",5,0,207,207,"Ambiguous","Consistent",207
"32733","Native",2,28,"wrap_up","tt","wrap_up tt",5,0,194,194,"Ambiguous","Consistent",194
"32735","Native",2,34,"wrap_up","tt","wrap_up tt",7,1,0,NA,"Ambiguous","Inconsistent",NA
"32738","Native",3,34,"wrap_up","tt","wrap_up tt",8,0,763,763,"Unambiguous","Inconsistent",763
"32740","Native",3,30,"wrap_up","tt","wrap_up tt",8,0,1172,1172,"Unambiguous","Inconsistent",1172
"32742","Native",3,38,"wrap_up","tt","wrap_up tt",8,0,474,474,"Unambiguous","Inconsistent",474
"32744","Native",3,43,"wrap_up","tt","wrap_up tt",5,0,500,500,"Ambiguous","Consistent",500
"32746","Native",3,47,"wrap_up","tt","wrap_up tt",5,0,723,723,"Ambiguous","Consistent",723
"32748","Native",3,25,"wrap_up","tt","wrap_up tt",7,0,1027,1027,"Ambiguous","Inconsistent",1027
"32750","Native",3,37,"wrap_up","tt","wrap_up tt",7,0,537,537,"Ambiguous","Inconsistent",537
"32752","Native",3,40,"wrap_up","tt","wrap_up tt",6,0,539,539,"Unambiguous","Consistent",539
"32754","Native",3,42,"wrap_up","tt","wrap_up tt",8,0,305,305,"Unambiguous","Inconsistent",305
"32756","Native",3,33,"wrap_up","tt","wrap_up tt",7,0,779,779,"Ambiguous","Inconsistent",779
"32758","Native",3,39,"wrap_up","tt","wrap_up tt",5,0,617,617,"Ambiguous","Consistent",617
"32760","Native",3,41,"wrap_up","tt","wrap_up tt",7,0,317,317,"Ambiguous","Inconsistent",317
"32762","Native",3,27,"wrap_up","tt","wrap_up tt",5,0,536,536,"Ambiguous","Consistent",536
"32764","Native",3,29,"wrap_up","tt","wrap_up tt",7,0,704,704,"Ambiguous","Inconsistent",704
"32766","Native",3,46,"wrap_up","tt","wrap_up tt",8,0,258,258,"Unambiguous","Inconsistent",258
"32768","Native",3,28,"wrap_up","tt","wrap_up tt",6,0,350,350,"Unambiguous","Consistent",350
"32770","Native",3,35,"wrap_up","tt","wrap_up tt",5,0,220,220,"Ambiguous","Consistent",220
"32772","Native",3,45,"wrap_up","tt","wrap_up tt",7,0,537,537,"Ambiguous","Inconsistent",537
"32774","Native",3,32,"wrap_up","tt","wrap_up tt",6,0,181,181,"Unambiguous","Consistent",181
"32776","Native",3,26,"wrap_up","tt","wrap_up tt",8,0,333,333,"Unambiguous","Inconsistent",333
"32778","Native",3,36,"wrap_up","tt","wrap_up tt",6,0,1047,1047,"Unambiguous","Consistent",1047
"32780","Native",3,31,"wrap_up","tt","wrap_up tt",5,0,322,322,"Ambiguous","Consistent",322
